time_s,request_rate_rps,avg_service_time_ms,pool_size,p99_ms,cpu_usage_pct,heap_used_pct,queue_length
405,484,212.1052656,49,260.1807164,53.79297787,34.75058652,60.21592844
406,477,214.4991247,49,252.9597776,52.40706637,34.87885513,58.22673504
407,497,219.6120854,49,285.1395322,55.67526951,34.06695871,58.37683362
408,514,210.257006,49,276.9817978,55.97734567,34.16636776,59.65439869
409,530,225.3271398,49,272.4934496,56.9775389,33.67763919,62.48609624
410,502,252.1778977,49,269.9520045,56.43194173,34.79325184,62.56670256
411,482,215.7734669,57,279.5424754,54.7626715,34.36401253,46.22658397
412,545,226.068231,57,293.9783549,58.33575679,33.03904579,56.10449553
413,519,167.8646896,57,233.6635913,55.78064163,33.19500967,36.6957465
414,499,206.2115057,57,252.7682899,55.26614113,34.07011841,40.58408416
415,502,200.0919157,57,244.3523285,54.68315012,33.94427034,41.57758421
416,471,221.9620253,57,262.405691,52.82760462,33.46406407,38.2890948
417,552,219.4006832,57,261.0749151,57.46323464,33.8493452,49.35916592
418,553,181.7079542,57,254.3624315,58.84191771,33.73758313,44.08766492
419,503,257.7734139,57,283.0987996,56.25115846,33.46010902,44.9853186
420,483,208.3141235,57,258.2679689,52.72405669,33.89395782,44.42341617
421,469,155.1968929,57,244.7412767,51.94715163,34.55266443,31.33583092
422,488,174.611019,57,246.8428136,56.87455224,34.06646969,36.99919101
423,498,245.1888177,57,294.1496486,56.00431959,33.66893161,42.80520597
424,502,209.2109631,57,259.5982514,56.82117734,33.07191948,43.87803648
425,516,224.3640835,57,244.2821782,52.76086397,33.8777084,40.62221394
426,474,224.6797165,57,258.1477565,50.60895629,34.24068523,37.39878393
427,490,209.98024,57,253.4636061,55.70902685,33.3647504,38.27910927
428,490,202.0761996,57,249.7509651,53.94643566,32.86944304,39.12834121
429,508,227.6451272,57,282.9684695,54.84512555,34.44341746,43.30856264
430,521,203.3965537,57,288.9454933,57.17235362,34.1618234,39.70294431
431,540,218.854538,53,288.4945434,59.05296825,33.60706375,54.41469563
432,509,227.8474018,53,289.5199766,60.1823406,33.99712123,60.08569936
433,455,188.97386,53,247.8465644,53.05799565,33.18879024,41.77015213
434,471,165.4928523,53,238.5020785,51.77985144,33.60201705,47.74499361
435,509,198.2559483,53,259.9234021,57.23639595,33.32562441,49.67478165
436,539,214.4052597,53,265.9884616,58.32917282,34.62534913,55.50596792
437,515,199.4527558,53,254.3087854,57.47878642,33.58738326,51.48895199
438,510,182.4411351,53,224.834459,56.79084497,34.2723131,52.81488003
439,498,182.2098835,53,247.4428292,55.22219808,34.28898068,44.99080926
440,490,164.4596571,53,228.697235,55.14715455,34.80233337,40.42172736
441,512,237.1688161,53,304.5624833,56.47381634,34.38329965,58.13929725
442,442,195.813402,53,263.1193902,53.32442858,33.6491464,38.90519126
443,532,177.1499903,53,239.2802435,58.3237085,33.24490236,51.96001923
444,510,156.9465816,53,225.9159001,56.65000165,32.85080455,44.01670244
445,549,207.8719604,53,266.2627618,57.81440885,33.85969264,55.2750119
446,516,170.3043141,53,233.7729476,59.33771164,34.4091505,53.83061713
447,504,173.6102659,53,208.1922779,54.55694551,33.94269541,43.51116024
448,500,174.3943538,53,225.395933,53.94179653,33.41684853,34.8120255
449,495,174.410597,53,244.7861895,55.94351474,33.47428852,36.28553159
450,490,189.798692,53,257.4051011,56.77647728,33.65870303,46.74000276
451,496,193.604566,61,276.3674479,57.29528582,34.42303466,28.91356528
452,464,157.1512067,61,325.771505,47.98301838,33.94032779,22.83990903
453,510,207.0856292,61,278.0166093,55.70769708,33.63642891,36.83154923
454,478,199.5531537,61,285.9508187,50.99547027,34.88871966,36.97642933
455,528,177.6464159,61,223.463409,59.41843057,33.3098649,35.54486463
456,511,198.2819913,61,264.1695151,55.96642738,33.3503252,34.08402018
457,485,222.528121,61,295.958312,51.63427908,34.24564023,36.37116048
458,485,202.5095419,61,285.4807345,52.04706061,34.35978336,34.91682093
459,536,184.1147668,61,240.8881402,58.48884381,33.75821677,37.21307908
460,503,168.8328705,61,266.4592519,54.58201364,34.64897531,19.96421896
461,552,282.6797432,61,281.1755748,62.40425938,34.05351508,46.25664718
462,483,191.4493065,61,291.6255819,52.53589222,35.54387388,31.31657519
463,493,207.0475573,61,253.1632368,53.63551134,33.89261029,32.9786109
464,530,232.6805126,61,262.7701804,56.73478801,33.83839882,36.1247643
465,496,210.8696058,61,290.0075888,55.3913815,33.11275155,32.08356522
466,527,189.0198698,61,236.6760036,58.45794348,32.94990491,37.50558206
467,503,207.5035065,61,293.2700991,52.28348157,33.79393445,31.10222734
468,509,168.7718964,61,252.9174865,55.01295193,33.15152156,31.90787641
469,482,204.6711314,61,291.6437911,50.60300735,34.01202001,36.74713668
470,540,195.7649955,61,232.029656,58.64845086,34.28460374,36.69157801
471,518,242.0716106,73,565.0989759,60.54437,36.66281788,17.79931289
472,499,229.2280881,73,487.9153345,60.54437,38.16594637,15.87709566
473,482,215.5843214,73,517.1273314,60.54437,35.61263511,4.980185295
474,486,203.8355678,73,472.7964908,60.54437,37.22582716,3.499946143
475,505,227.1537487,73,473.2206455,60.54437,36.3667381,6.963939397
476,480,180.0474442,73,461.73774,60.54437,36.39215052,10.93880313
477,528,202.545163,73,510.4423744,60.54437,37.53368827,17.69760761
478,521,167.2429089,73,508.0044098,60.54437,36.35647872,20.43660732
479,472,197.7652814,73,464.7187217,60.54437,36.39149789,8.551993902
480,469,156.3967597,73,466.4189035,60.54437,37.81783532,5.632176371
481,474,200.862216,73,536.1434245,60.54437,37.37302467,2.301939092
482,508,185.8577449,73,503.8700226,60.54437,36.44193024,24.99309707
483,472,180.9313333,73,507.5042196,60.54437,37.64052145,4.648975016
484,484,175.579254,73,485.9608635,60.54437,36.99771036,4.158056856
485,511,229.203551,73,471.5847816,60.54437,37.65239201,14.56885333
486,524,205.735695,73,463.3602666,60.54437,37.10531101,21.01338812
487,495,130.3240988,73,495.4073842,60.54437,36.92558813,4.847297578
488,500,184.7489629,73,472.6812286,60.54437,37.47440347,16.75747063
489,465,204.1221086,73,447.1787395,60.54437,37.59789108,0.15502593
490,497,210.2151107,73,474.8271708,60.54437,37.05698283,11.78907943
491,450,205.9911849,89,476.1422519,63.1634,37.9543521,6.362450492
492,490,174.6278251,89,442.8905314,63.1634,38.71813383,14.29501695
493,524,211.7319106,89,496.1040974,63.1634,39.63655049,23.88022461
494,495,231.0910036,89,453.7412728,63.1634,38.88989378,12.22329064
495,517,232.0052352,89,465.0464518,63.1634,39.78092753,23.60560046
496,499,196.5385732,89,461.2383206,63.1634,39.60466478,4.986528178
497,473,217.9279499,89,439.0510934,63.1634,37.9364932,8.778162919
498,465,209.3991569,89,458.4960163,63.1634,38.35526096,5.554824543
499,502,191.1323932,89,461.0407806,63.1634,39.69042127,10.42570612
500,451,212.7441263,89,446.0091764,63.1634,38.06189422,5.751200387
501,496,192.0980382,89,457.63957,63.1634,39.79748021,13.8589594
502,524,212.1810293,89,510.9342166,63.1634,39.97963744,19.16408142
503,473,205.7452094,89,444.5412344,63.1634,39.2550472,5.443632796
504,524,246.5063939,89,488.3969733,63.1634,39.95383883,19.30873885
505,523,168.8123007,89,436.2572801,63.1634,39.88919588,13.91788223
506,493,193.9955769,89,398.3873796,63.1634,38.74301256,7.6462035
507,483,230.3519282,89,468.3073163,63.1634,38.00230871,11.19485032
508,500,220.6079204,89,450.9570034,63.1634,40.36955303,13.65728307
509,498,178.2977133,89,470.3104968,63.1634,38.63990156,8.903448227
510,480,164.3335577,89,440.6871501,63.1634,38.776223,3.568889243
511,517,192.5077738,69,528.4494793,50.231,36.79479881,24.29448428
512,463,174.0191353,69,495.6572754,50.231,35.79573696,12.14155627
513,476,175.4964369,69,475.4868528,50.231,35.9902364,10.999662
514,472,204.6636732,69,469.1026843,50.231,36.57252235,9.167546961
515,497,180.4641557,69,485.4455068,50.231,36.22820204,11.02420128
516,529,179.7942237,69,508.6613899,50.231,35.6838319,27.2260764
517,480,181.8704274,69,474.879508,50.231,35.06772256,3.489509005
518,486,163.0248542,69,491.1157833,50.231,35.55224172,13.38028871
519,504,209.9749018,69,485.7135577,50.231,36.07933969,15.37891784
520,524,194.8066387,69,490.0817055,50.231,35.92852922,22.64611891
521,424,221.2583852,69,487.5249505,50.231,35.87199941,2.089566377
522,506,137.7952991,69,497.5491881,50.231,36.39878466,18.68935655
523,484,144.3079043,69,480.0369935,50.231,36.20251902,10.10879849
524,518,178.8085174,69,515.1252038,50.231,36.42121808,24.01111863
525,504,257.8191019,69,479.64298,50.231,36.80453171,17.46104081
526,484,219.0415457,69,439.3569743,50.231,36.2933243,8.979955875
527,488,180.9744423,69,468.9319161,50.231,36.1344781,9.788765159
528,512,207.3543545,69,462.7880248,50.231,36.98697653,21.35198052
529,533,188.4935451,69,497.7056066,50.231,37.20330961,30.60412705
530,476,193.4213549,69,480.6089473,50.231,35.54359486,8.773808757
531,498,207.1721886,81,547.7712673,60.234,37.23844687,15.37999662
532,543,166.7828831,81,547.1373255,60.234,37.36265254,33.83077198
533,480,166.8470935,81,449.2948054,60.234,38.19045651,0
534,478,201.2430043,81,422.8622642,60.234,36.58991482,4.810252918
535,480,166.6107597,81,448.9711455,60.234,37.76758936,6.047568176
536,479,250.2097561,81,440.2111234,60.234,37.40654305,10.38672367
537,476,152.4682471,81,419.6996141,60.234,36.86294196,1.768650468
538,528,245.4659854,81,440.2281088,60.234,37.80935803,25.42297411
539,491,192.3418796,81,461.1293435,60.234,37.50256843,12.64932546
540,491,166.6039451,81,467.4328709,60.234,37.9053536,5.032946612
541,507,150.692368,81,497.7892604,60.234,37.86228918,18.42734274
542,466,160.7874986,81,486.0359149,60.234,37.70977686,4.540712125
543,469,186.7663834,81,418.1781523,60.234,38.20422054,4.501298218
544,470,164.4032539,81,429.8989141,60.234,38.33473209,0.141463666
545,517,153.4845743,81,479.9424573,60.234,37.98370327,20.34037855
546,445,211.4664628,81,497.3289907,60.234,36.87448868,5.354103081
547,488,248.7433405,81,460.3594212,60.234,36.92254397,6.309414745
548,505,214.19625,81,463.1719047,60.234,37.0363033,12.36118839
549,500,219.4818496,81,441.6960215,60.234,37.75941456,13.16011739
550,493,192.5118462,81,440.2005468,60.234,37.79979839,12.53833768
551,471,236.223839,85,477.6353415,61.5213,38.38114989,8.117919805
552,478,219.3208064,85,455.8520058,61.5213,37.61262082,7.778680412
553,528,190.3963072,85,470.3686584,61.5213,38.82926918,32.60841989
554,491,126.1910617,85,438.2367695,61.5213,37.57385241,12.30222123
555,496,188.3048057,85,465.2501011,61.5213,37.47958735,11.15018386
556,540,200.5208384,85,434.3043022,61.5213,39.88984857,29.87556288
557,493,207.1581223,85,470.5405319,61.5213,38.17829103,14.36112312
558,497,193.804191,85,463.3620202,61.5213,37.65334314,16.00112545
559,498,164.865851,85,453.7407615,61.5213,38.31833865,12.21283068
560,503,206.0474566,85,484.6539023,61.5213,37.31633485,18.04350647
561,490,200.2891227,85,500.7842362,61.5213,38.68269551,8.653111691
562,465,205.5848074,85,477.2607121,61.5213,37.20388578,0
563,515,188.14897,85,451.3877743,61.5213,38.67701234,18.56983327
564,480,166.1454655,85,442.455932,61.5213,38.37901082,3.203040373
565,517,205.3266578,85,445.4521141,61.5213,36.72335386,18.00549414
566,506,200.4869561,85,474.607465,61.5213,38.03554345,15.33821955
567,493,194.859941,85,439.6387877,61.5213,37.93097743,10.849331
568,505,173.4535354,85,442.9370097,61.5213,37.8049247,10.61388914
569,504,190.7218935,85,453.8319593,61.5213,38.87343418,16.60349266
570,517,153.6075128,85,416.668012,61.5213,37.61181961,26.14867795
571,500,161.0283413,65,380.1228116,45.29637313,34.89201525,26.43474094
572,489,191.2667055,65,472.4679133,39.63270568,34.29086524,19.08523895
573,492,235.7485196,65,426.8659967,37.11037251,34.58508653,18.56285127
574,484,183.1862457,65,432.23402,38.45966796,35.05329948,11.08478947
575,519,197.2002358,65,318.2883726,50.01252328,35.53904908,30.67899799
576,502,198.6577463,65,347.2965776,46.51957521,35.24418639,28.29360031
577,477,204.4174059,65,462.0114279,37.83152669,36.25194806,19.3460419
578,530,224.2737628,65,324.6733031,52.93115633,34.90216332,34.10509681
579,466,171.5117116,65,495.2595983,36.25227356,35.3228907,14.35223211
580,499,219.1638505,65,401.6788658,42.32993117,34.92065307,13.20132823
581,495,243.3278584,65,420.6398235,40.98976282,35.01723627,15.90514489
582,495,176.5713399,65,407.7589814,42.38329884,34.38852751,21.40176861
583,521,195.3327712,65,320.9314586,52.38237411,34.46781736,33.67758259
584,485,226.5637542,65,488.2523088,39.50809764,34.96829043,11.26348173
585,530,192.3374016,65,319.7890766,58.29764737,34.82812114,30.15256059
586,501,249.499587,65,390.421649,39.39116289,35.42324082,18.26771133
587,513,220.8794407,65,326.9161308,48.98488751,35.0378192,29.17985687
588,511,192.8899042,65,343.8686841,49.67167249,34.5679817,23.86274403
589,508,154.0195976,65,338.0944473,51.1954474,35.03662351,20.38849105
590,498,185.4239811,65,366.4020973,40.76203553,35.53507124,23.04875795
591,480,139.7151292,77,476.4366022,40.22336917,36.6405268,0.281291223
592,477,213.6458093,77,491.9670209,38.48813478,37.89715911,0
593,494,225.3549226,77,438.2055641,41.77439299,37.34532647,9.479486151
594,578,196.4739235,77,573.2123522,58.66088797,38.37194937,34.09098455
595,510,152.6165499,77,457.5448334,48.21612804,36.86302942,22.03201466
596,509,184.4418372,77,436.8614368,46.63381478,37.65128184,19.6518941
597,496,185.5826701,77,460.1700406,39.59608841,36.81921774,10.11962902
598,557,216.5046665,77,534.5503056,55.5951811,37.30053818,34.19850275
599,514,176.8949506,77,483.6144667,46.25577191,36.84767487,14.75462947
600,534,139.476709,77,491.6765706,54.97100228,37.84217441,25.99814126
601,1010,171.537924,81,246.5549383,77.17184505,37.59135372,49.17285391
602,907,181.5968653,81,274.2418362,67.03781853,37.50161024,33.72870769
603,984,185.4583377,81,248.980493,71.94039258,36.79113828,36.21900214
604,953,158.807806,81,220.4625923,71.08984262,37.60406056,33.53522288
605,956,208.6006653,81,274.1133172,71.98441807,36.47972833,32.53645901
606,945,155.0309343,81,230.5327057,69.79017364,38.23287966,28.1567285
607,919,159.478602,81,243.343154,69.46454559,36.88046581,33.22573731
608,1036,207.4977853,81,265.24918,71.19614712,35.95406415,42.11801738
609,989,189.6981543,81,225.1930184,74.47567664,37.88976392,31.43348905
610,909,172.479126,81,240.5654776,68.51644847,39.00345232,33.41521685
611,954,171.9052491,101,561.2173619,80.76821253,40.9179251,116.2204435
612,996,190.371931,101,587.9117664,83.3175236,40.16168421,123.5068853
613,969,179.5786495,101,539.2503044,80.29145468,40.41194792,108.2949263
614,946,164.2646778,101,503.0083345,79.80303434,40.69575895,93.79899849
615,938,136.0596104,101,482.2645984,74.48516734,40.93819288,79.43562334
616,900,119.0082006,101,433.7924968,59.48703362,40.74468316,22.84754038
617,977,188.1429657,101,519.4988627,82.16230447,40.41336454,108.0462845
618,1008,148.938186,101,498.2322109,81.12254153,40.33722662,112.7448651
619,863,205.9932955,101,487.4856952,54.3534206,40.89904959,7.875954732
620,923,178.2390892,101,481.7977024,69.26035215,41.79467096,58.50339825
621,925,209.2775746,101,582.4476682,68.91912645,41.38334542,68.32428532
622,914,148.1812178,101,480.1033284,65.95859107,40.37055212,48.80121945
623,920,149.26718,101,460.512031,66.7360601,41.45865466,51.41968696
624,1000,147.2192222,101,555.7390978,81.94788613,41.78955531,111.1704998
625,961,188.505869,101,488.4917031,78.18302043,40.92468584,99.40241956
626,979,203.6186375,101,548.0416096,82.36769833,41.24666193,109.5678308
627,936,165.2345287,101,489.7546748,73.338233,41.28738591,78.77982306
628,924,160.650641,101,478.7400516,68.5756802,41.29199861,61.3141053
629,1016,144.0997751,101,532.1723736,82.14945005,41.01526268,117.3695443
630,976,175.8588704,101,527.5274451,79.93896778,40.87825878,108.4394505
631,918,171.2151901,97,511.4980568,75.45776338,39.53450215,79.31964521
632,964,172.0832008,97,554.4675577,84.46301662,40.56239286,119.6954694
633,944,159.1503899,97,464.0734544,78.78344671,40.48176028,100.4695918
634,970,150.4203538,97,517.8914227,81.21357626,40.4780639,103.0186885
635,1011,150.0333011,97,473.0883515,81.32895007,40.28044043,113.0035063
636,905,174.6436248,97,479.0603929,65.50061257,39.88810024,51.93966787
637,952,173.8862079,97,457.0966054,80.34567143,40.90832852,101.4534848
638,949,157.9408214,97,468.5850676,82.13738697,40.40960936,96.4530012
639,943,151.8425382,97,453.7100511,80.14941281,40.27980552,97.14650647
640,958,201.9878673,97,502.9212259,80.07194584,40.65330684,106.3349163
641,962,175.0487122,97,530.0123813,83.38802066,39.81639274,120.824566
642,996,172.0122203,97,533.3454363,82.91160499,40.11929025,127.1223433
643,888,188.9830832,97,492.8963195,58.58924069,40.97206318,30.23607695
644,963,139.1761252,97,532.6254989,80.75647402,41.42510582,110.0210636
645,944,152.5016316,97,478.6396475,80.32201618,40.21961005,103.4280239
646,987,163.6558281,97,520.4274527,81.25857903,40.45770056,108.5148382
647,936,169.8011823,97,433.2102512,79.39740775,41.09734858,94.47451796
648,965,194.90321,97,492.3758985,79.27154051,40.80716832,103.3083247
649,938,150.6981313,97,439.0549887,78.5046054,40.72127263,91.95745915
650,981,185.0210643,97,518.9698296,81.56993717,40.35243273,111.0989479
651,972,191.2077333,105,606.6874998,80.68176988,41.9173115,117.5345965
652,922,130.919475,105,535.9140131,64.26510286,42.80610855,36.67944015
653,910,123.8394138,105,476.5058372,58.17126087,40.8399589,10.98705746
654,961,201.0928868,105,547.5910081,76.75241564,41.95865909,95.52367667
655,995,153.6794583,105,546.2938231,82.24188609,41.62160628,108.3207648
656,906,195.8540633,105,494.9699017,57.99538114,41.10884405,12.1337383
657,914,167.581906,105,465.6680726,59.82009749,41.15461985,22.77980076
658,931,143.6910003,105,459.9769119,66.85826164,41.51275718,48.40563673
659,993,187.8592094,105,565.1847065,81.45811016,42.29683029,109.4368579
660,969,169.0937675,105,537.6633396,79.36230131,40.93858932,97.99323583
661,937,176.1851028,105,538.1297956,70.77574842,41.67255452,64.26981535
662,913,173.0975332,105,535.4057056,60.15225595,40.58600206,20.17348955
663,932,143.4254803,105,488.436808,67.29126853,41.33720793,49.88081991
664,954,172.1330815,105,491.8105291,76.02042371,41.39119948,90.78098173
665,893,184.9826604,105,467.8017618,55.59588233,40.95183615,9.270231457
666,977,174.6169819,105,552.7145743,81.63179585,41.78831942,102.7562112
667,981,168.9446646,105,536.27176,82.93361554,41.07022525,109.0152028
668,982,183.4803792,105,513.868087,79.79411301,41.37007496,105.2136754
669,937,134.3035208,105,461.0680722,67.63024391,41.76540232,55.60556904
670,947,178.7527415,105,508.53021,72.99560614,41.50136305,78.91466669
671,925,138.6307728,109,519.0251797,59.59141344,41.35950684,14.90715511
672,933,167.9990354,109,549.6619114,60.87407995,40.86491004,30.21149912
673,910,159.5968377,109,464.217746,56.78308735,40.86506336,18.79895753
674,932,156.6321721,109,494.5031421,60.62748569,42.04376095,21.24444778
675,925,155.0758537,109,521.2438203,58.07512858,40.87962062,12.87527716
676,1007,223.6220507,109,545.174294,82.00111764,42.13284251,111.4812204
677,963,182.5322232,109,477.7546844,70.49669718,41.41345102,69.24968488
678,994,166.4938934,109,537.8813326,80.52276771,41.47983481,103.9026672
679,978,178.6050228,109,556.0907032,78.70345571,41.56702769,95.35712278
680,897,178.3367384,109,463.3252316,57.50620834,41.55188322,6.234221058
681,948,166.9777749,109,532.7389592,68.79766758,41.55004552,56.11407032
682,942,217.5038104,109,515.9175502,63.0326103,41.68957579,34.70884197
683,954,148.7224183,109,503.5200001,70.49096327,41.00655068,61.06870061
684,905,153.3166543,109,522.6298557,57.00788015,41.1761196,9.343720829
685,978,144.9837798,109,491.1982657,77.77798552,41.78856848,89.06751916
686,994,180.6013222,109,559.2231606,80.3912782,40.82584603,111.3856062
687,941,171.3060853,109,531.2882148,63.85387044,40.80411628,35.45114791
688,959,151.8293303,109,466.0365017,70.06619488,40.72005866,61.04564708
689,936,164.1437788,109,499.8676213,62.10602266,41.58046469,24.92134338
690,931,182.3152061,109,549.8849698,60.67030981,41.77770448,15.21647946
691,920,156.8239807,113,534.1689395,57.88189999,41.85711528,3.501855443
692,1019,181.0493246,113,600.579141,83.58694706,41.4045488,114.3779751
693,984,178.5373348,113,518.187319,74.9282704,41.08371234,75.89677386
694,920,178.216108,113,462.0685943,56.52857308,40.51282122,8.113655041
695,981,174.4400453,113,502.3137617,75.1928683,41.11219692,76.0285477
696,1001,175.4924133,113,549.459295,81.99299825,41.53074427,92.79762117
697,966,165.5368123,113,464.695586,69.05508876,41.78963291,48.72390135
698,925,170.5244843,113,426.597206,57.43678486,41.3257177,10.05832928
699,1036,131.1079954,113,539.1414056,84.81845839,41.58438264,109.4591015
700,944,154.2900115,113,529.0949217,61.84037402,41.6207157,16.71063574
701,927,160.5635258,113,560.6870976,57.07908965,41.94900998,6.762556974
702,976,160.3935587,113,552.6947895,73.10672799,41.37947319,74.31347445
703,984,150.9627442,113,534.4963244,77.79587938,41.76089903,80.59057543
704,922,201.0293654,113,501.8528621,59.47928802,40.73965527,9.883626789
705,981,178.5871575,113,532.3338292,74.49676271,41.07717163,71.13522776
706,941,169.8079823,113,466.2877961,58.45209039,41.15727103,13.44637974
707,938,157.0382232,113,489.7799809,57.94596672,42.43313979,10.04822291
708,920,158.1017143,113,504.8368823,57.33774826,41.06664417,11.0181144
709,948,174.0089131,113,536.2644578,61.74889354,40.70351773,18.18890195
710,963,199.598833,113,493.5650245,69.67891491,42.03952442,39.8228867
711,941,169.7989371,117,516.2607583,59.61118248,41.88114245,8.264248929
712,926,187.6870298,117,543.136066,58.38855714,40.66018773,10.26603999
713,974,169.4902964,117,533.5726041,63.87208482,42.09149507,32.03739436
714,947,152.3169839,117,456.3068911,58.64844972,41.2303455,12.09930772
715,919,172.1738153,117,489.103393,58.24301459,42.34654692,11.93192786
716,931,148.2515246,117,470.2917845,59.00486908,41.48102489,3.657782669
717,999,198.888149,117,539.5067229,74.72453755,41.72286195,77.12886485
718,928,154.907216,117,471.0908113,57.43461528,41.29623253,7.76988422
719,927,148.3961742,117,473.1208766,56.73195409,41.6075134,11.62427399
720,1015,152.2876016,117,567.1158822,81.63135676,41.28006427,98.78070272
721,924,132.2261328,117,514.166174,58.43424455,41.16000758,3.428849248
722,941,183.0589331,117,518.5628328,56.80226461,41.08803783,14.29938504
723,915,176.2832239,117,451.9055459,59.56545098,41.94000787,8.818206109
724,977,177.8134373,117,468.6152504,65.84777753,42.33287736,36.648875
725,1002,162.4232725,117,491.0501739,76.29327441,41.64456324,84.84878764
726,986,156.3106174,117,481.4293573,71.43277434,41.15430802,58.10442421
727,932,200.6934934,117,532.7496996,54.9836479,41.0357423,7.351597913
728,975,200.5782952,117,518.9814056,66.58383417,40.78837055,39.80179232
729,971,186.3839643,117,542.1282414,64.77708066,41.0343353,27.71695794
730,991,168.9017729,117,521.607923,73.89713691,41.64222613,64.71465155
731,973,206.152761,57,321.0014377,76.78188337,36.72611102,88.28717549
732,973,195.4988638,57,331.4647346,78.68845903,35.62784378,86.26442168
733,907,181.7686949,57,302.3292925,70.6280272,37.72630942,73.37904384
734,950,210.484608,57,324.0900212,73.53099474,36.99087878,83.742422
735,957,178.623844,57,313.2246936,76.45673559,36.80071777,78.42365723
736,926,159.8115537,57,265.8052945,73.21507883,37.77988884,83.7783034
737,966,178.9054138,57,299.5893367,75.10449223,37.59705183,85.68002039
738,919,188.3277491,57,309.3980369,71.7437614,36.14017399,82.13273834
739,1002,182.1129933,57,285.5079885,76.86331632,36.24737709,91.0996011
740,937,167.540652,57,288.4088179,74.60701396,36.49826235,78.42933745
741,948,187.9695232,57,308.8141064,76.32169444,37.13948374,80.97618551
742,901,154.3336451,57,309.4423364,77.04787488,38.04098439,76.34090649
743,991,149.5984438,57,298.9867517,76.48905018,36.65670056,87.32696974
744,978,193.3158968,57,281.7636812,76.01166476,36.27846597,85.19853492
745,932,178.4439789,57,302.0225688,73.60570621,36.60161622,85.05624836
746,935,179.2314223,57,280.3069372,73.13933497,36.56794509,79.74043977
747,964,133.7397619,57,280.9929964,76.20446014,36.26586768,85.33390558
748,969,143.2537688,57,293.0028173,74.03895706,37.42333826,84.63078989
749,950,159.9314306,57,270.6705055,74.31393148,36.4869691,80.53132398
750,936,142.6997489,57,271.668591,73.24979309,36.92432719,81.52595157
751,1016,185.1478844,53,346.9907137,79.52009361,36.22228815,98.04650841
752,973,173.3282187,53,313.9705333,77.63247079,36.73718277,86.89209803
753,989,177.7230423,53,302.5916196,78.96201296,36.97810595,91.27898708
754,993,150.4409028,53,318.7916833,79.35012938,37.1912341,94.77012664
755,953,174.1989984,53,299.5779076,77.25597994,36.77850632,90.20596002
756,926,165.877911,53,292.1069274,76.6848552,36.59951896,88.73299557
757,969,175.4081694,53,331.0058297,77.68725112,35.87409883,90.79441732
758,973,166.2047088,53,332.9371661,75.81370582,36.05813283,94.13096021
759,948,190.658405,53,306.2739571,77.99002625,36.32050887,91.21600773
760,962,171.786791,53,304.1870365,78.19942059,35.90240709,86.20862179
761,994,181.4545021,53,333.7668895,81.55861165,36.86865625,90.55300415
762,936,142.2591252,53,309.885691,78.51538099,36.78162858,91.26719308
763,997,147.4026,53,331.6717543,77.155127,36.8710698,92.74782003
764,935,180.1124282,53,328.2725678,75.73712464,35.48218743,81.55100686
765,922,184.1271646,53,308.7256777,75.97182146,37.22098471,81.95982836
766,908,173.4071485,53,312.4440077,74.99594615,37.72422887,81.97400342
767,910,156.1808556,53,316.069229,76.13431369,36.66858526,82.60498947
768,957,186.9516713,53,317.1906059,79.10858003,37.04903035,95.83440264
769,962,207.7705822,53,317.2641879,77.33858712,37.96753691,87.9876265
770,962,193.8017899,53,331.8638987,78.54006429,37.22922021,92.33655389
771,970,155.1447149,49,340.9554402,80.3967728,36.93372107,92.79307118
772,936,178.601175,49,330.3953552,81.23369966,36.46712737,86.41514544
773,916,177.9201508,49,347.8024029,77.90808229,35.71202236,91.36238716
774,928,143.6663461,49,286.142788,77.91882932,35.82955919,88.52516878
775,926,164.1730973,49,336.496765,75.88087191,34.93061247,88.47996722
776,935,157.8837841,49,318.1852774,79.53637087,37.03708815,81.38312963
777,987,164.6434797,49,317.4195654,80.48386567,36.20823208,92.40240177
778,975,156.7760026,49,341.5897998,79.7421177,35.48653915,92.99278665
779,923,156.2029136,49,305.6040693,80.57817883,36.5723846,83.31519434
780,1000,208.5665038,49,330.0111439,81.08349125,35.37239393,94.66419881
781,956,160.004566,49,360.7585459,82.62455457,37.65479298,93.80212472
782,955,132.5001171,49,347.5867431,82.13725236,35.8848087,85.59227327
783,960,172.1432256,49,306.6445002,79.25245697,35.56117678,91.33582051
784,911,147.8766651,49,332.9202581,76.30417389,36.37998224,92.84301744
785,966,159.0599559,49,315.0269611,81.18050006,35.80390188,93.10158907
786,894,171.2354813,49,316.5205635,74.15428516,35.38660588,94.16357492
787,942,131.604721,49,297.1949746,80.10829558,36.52177758,88.70758699
788,923,169.8078971,49,339.002182,78.12320582,35.51960794,84.68567218
789,973,165.8583049,49,320.2482456,80.22558409,36.76126619,99.16767363
790,983,146.5940213,49,319.1852277,78.48701378,35.97831783,93.25442149
791,975,185.8403642,61,321.7437321,76.45505647,37.18882922,80.06077932
792,950,144.978992,61,300.923801,74.51755495,37.43502286,77.02450319
793,1006,161.953131,61,294.4493036,75.83813052,36.80771437,85.13908526
794,952,161.3335991,61,275.0073461,73.47484993,37.27252864,76.57092772
795,972,166.7711366,61,300.9918942,73.24271982,36.89481286,75.72902202
796,951,173.622685,61,266.1010665,73.79822695,37.53599974,78.07656486
797,1004,161.8353588,61,283.1122489,76.50045814,37.71482907,79.66208963
798,947,161.7919606,61,248.491691,73.2062586,37.60673642,72.4396749
